id,product_name,buyer_cost,seller_cost,buyer_target,seller_target,buyer_emotion,seller_emotion,success,turns,savings,reward
4,Beautiful Cherry Hutch,1000,499,600,1000,fear,neutral,True,8,0.5189620758483033,0.16852473697721485
4,Beautiful Cherry Hutch,1000,499,600,1000,happy,anger,True,9,0.4091816367265469,0.12798026126380468
4,Beautiful Cherry Hutch,1000,499,600,1000,happy,disgust,True,7,0.4291417165668663,0.1456737289507904
4,Beautiful Cherry Hutch,1000,499,600,1000,happy,fear,True,7,0.47904191616766467,0.16261253464274278
4,Beautiful Cherry Hutch,1000,499,600,1000,happy,happy,True,7,0.41916167664670656,0.1422859678123999
4,Beautiful Cherry Hutch,1000,499,600,1000,happy,sad,True,7,0.469061876247505,0.1592247735043523
4,Beautiful Cherry Hutch,1000,499,600,1000,happy,surprise,True,8,0.41916167664670656,0.13611613371236586
4,Beautiful Cherry Hutch,1000,499,600,1000,happy,neutral,True,7,0.4590818363273453,0.1558370123659618
4,Beautiful Cherry Hutch,1000,499,600,1000,sad,anger,True,9,0.4491017964071856,0.14046614041149294
4,Beautiful Cherry Hutch,1000,499,600,1000,sad,disgust,True,7,0.41916167664670656,0.1422859678123999
4,Beautiful Cherry Hutch,1000,499,600,1000,sad,fear,True,7,0.469061876247505,0.1592247735043523
4,Beautiful Cherry Hutch,1000,499,600,1000,sad,happy,True,9,0.48303393213572854,0.15107913768702796
4,Beautiful Cherry Hutch,1000,499,600,1000,sad,sad,True,7,0.4291417165668663,0.1456737289507904
4,Beautiful Cherry Hutch,1000,499,600,1000,sad,surprise,True,7,0.4590818363273453,0.1558370123659618
4,Beautiful Cherry Hutch,1000,499,600,1000,sad,neutral,True,8,0.4431137724550898,0.14389419849592963
4,Beautiful Cherry Hutch,1000,499,600,1000,surprise,anger,True,7,0.43912175648702595,0.14906149008918088
4,Beautiful Cherry Hutch,1000,499,600,1000,surprise,disgust,True,7,0.41916167664670656,0.1422859678123999
4,Beautiful Cherry Hutch,1000,499,600,1000,surprise,fear,True,7,0.469061876247505,0.1592247735043523
4,Beautiful Cherry Hutch,1000,499,600,1000,surprise,happy,True,8,0.4590818363273453,0.14907957501830546
4,Beautiful Cherry Hutch,1000,499,600,1000,surprise,sad,True,7,0.469061876247505,0.1592247735043523
4,Beautiful Cherry Hutch,1000,499,600,1000,surprise,surprise,True,7,0.4590818363273453,0.1558370123659618
4,Beautiful Cherry Hutch,1000,499,600,1000,surprise,neutral,True,8,0.43912175648702595,0.14259785436533567
4,Beautiful Cherry Hutch,1000,499,600,1000,neutral,anger,True,6,0.41916167664670656,0.15014247511896442
4,Beautiful Cherry Hutch,1000,499,600,1000,neutral,disgust,True,7,0.4590818363273453,0.1558370123659618
4,Beautiful Cherry Hutch,1000,499,600,1000,neutral,fear,True,7,0.5189620758483033,0.17616357919630465
4,Beautiful Cherry Hutch,1000,499,600,1000,neutral,happy,True,8,0.469061876247505,0.15232043534479037
4,Beautiful Cherry Hutch,1000,499,600,1000,neutral,sad,True,7,0.43912175648702595,0.14906149008918088
